"id","monthly_rent_payment","overcrowding_by_bedrooms","number_of_all_rooms_in_the_house","overcrowding_by_rooms","has_bathroom_in_the_household","if_the_household_has_refrigerator","males_younger_than_12_years_of_age","males_12_years_of_age_and_older","total_males_in_the_household","females_younger_than_12_years_of_age","females_12_years_of_age_and_older","total_females_in_the_household","persons_younger_than_12_years_of_age","persons_12_years_of_age_and_older","number_of_persons_living_in_the_household","years_of_schooling","years_behind_in_school","household_size","if_predominant_material_on_the_outside_wall_is_block_or_brick","if_predominant_material_on_the_outside_wall_is_socket_wood_zinc_or_absbesto","if_predominant_material_on_the_outside_wall_is_prefabricated_or_cement","if_predominant_material_on_the_outside_wall_is_waste_material","if_predominant_material_on_the_outside_wall_is_wood","if_predominant_material_on_the_outside_wall_is_zink","if_predominant_material_on_the_outside_wall_is_natural_fibers","if_predominant_material_on_the_outside_wall_is_other","if_predominant_material_on_the_floor_is_mosaic_ceramic_terrazo","if_predominant_material_on_the_floor_is_cement","if_predominant_material_on_the_floor_is_other","if_predominant_material_on_the_floor_is_natural_material","if_no_floor_at_the_household","if_predominant_material_on_the_floor_is_wood","if_predominant_material_on_the_roof_is_metal_foil_or_zink","if_predominant_material_on_the_roof_is_fiber_cement_mezzanine","if_predominant_material_on_the_roof_is_natural_fibers","if_predominant_material_on_the_roof_is_other","if_the_house_has_ceiling","if_water_provision_inside_the_dwelling","if_water_provision_outside_the_dwelling","if_no_water_provision","electricity_from_cnfl_ice_esph_or_jasec","electricity_from_private_plant","no_electricity_in_the_dwelling","no_toilet_in_the_dwelling","toilet_connected_to_septic_tank","toilet_connected_to_black_hole_or_letrine","toilet_connected_to_other_system","no_main_source_of_energy_used_for_cooking_no_kitchen","main_source_of_energy_used_for_cooking_electricity","main_source_of_energy_used_for_cooking_gas","main_source_of_energy_used_for_cooking_wood_charcoal","if_rubbish_disposal_mainly_by_tanker_truck","if_rubbish_disposal_mainly_by_botan_hollow_or_buried","if_rubbish_disposal_mainly_by_burning","if_rubbish_disposal_mainly_by_throwing_in_an_unoccupied_space","if_rubbish_disposal_mainly_other","if_walls_are_bad","if_walls_are_regular","if_walls_are_good","if_roof_are_bad","if_roof_are_regular","if_roof_are_good","if_floor_are_bad","if_floor_are_regular","if_floor_are_good","if_disable_person","if_male","if_female","if_less_than_10_years_old","if_free_or_coupled_uunion","if_married","if_divorced","if_separated","if_single","if_household_head","household_level_identifier","number_of_children_0_to_19_in_household","number_of_adults_in_household","no_of_individuals_65_plus_in_the_household","of_total_individuals_in_the_household","dependency","edjefe","edjefa","meaneduc","no_level_of_education","incomplete_primary","complete_primary","incomplete_academic_secondary_level","complete_academic_secondary_level","incomplete_technical_secondary_level","complete_technical_secondary_level","undergraduate_and_higher_education","postgraduate_higher_education","bedrooms","overcrowding","own_and_fully_paid_house","own_paying_in_installments","rented","precarious","other_assigned_borrowed","if_the_household_has_notebook_or_desktop_computer","if_the_household_has_tv","no_of_mobile_phones","region_central","region_chorotega","region_pacafico_central","region_huetar_atlantica","region_huetar_norte","area_zona_urbana","area_zona_rural","age_in_years","years_of_education_of_male_head_of_household_squared","target"
"ID_763f9125b",0,0,5,0,1,1,0,1,1,0,1,1,0,2,2,14,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,"f09b89a8b",0,2,1,2,1,0,14,14,0,0,0,0,0,0,0,1,0,3,0.66666669,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,65,0,"four"
"ID_d7f34c48f",0,1,3,0,0,0,2,1,3,0,2,2,2,3,5,3.4,0.6,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,"11cace737",3,2,0,5,1.5,6,0,5,0,0,1,0,0,0,0,0,0,1,5,0,0,0,1,0,0,0,3,1,0,0,0,0,1,0,38,36,"two"
"ID_d4d9c21aa",0,0,5,0,1,1,0,2,2,0,1,1,0,3,3,7.33333333333333,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,"e3996caaa",0,3,0,3,0,6,0,7.3333335,0,0,1,0,0,0,0,0,0,2,1.5,1,0,0,0,0,0,1,2,1,0,0,0,0,1,0,57,36,"three"
"ID_1fbe77cae",0,0,6,0,1,1,0,1,1,0,2,2,0,3,3,10.3333333333333,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,"c69005fa0",0,3,0,3,0,10,0,10.333333,0,0,0,1,0,0,0,0,0,2,1.5,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,56,100,"one"
"ID_7feb2c033",23000,0,6,0,1,1,1,0,1,0,4,4,1,4,5,8.2,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,"c9ed71b0e",2,3,0,5,0.66666669,0,6,10.666667,0,0,1,0,0,0,0,0,0,4,1.25,0,1,0,0,0,0,0,3,0,1,0,0,0,1,0,56,0,"four"
"ID_c82a088ea",0,1,4,1,1,1,0,5,5,1,3,4,1,8,15,5.66666666666667,0.111111111111111,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,"d4e1dc02c",3,6,1,9,0.80000001,9,0,7.5,0,0,0,1,0,0,0,0,0,3,5,1,0,0,0,0,0,1,9,0,1,0,0,0,1,0,65,81,"three"
"ID_221036153",80000,0,5,0,1,1,0,2,2,2,3,5,2,5,7,6.57142857142857,0,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,"e29376bc8",5,2,0,7,2.5,6,0,8.5,0,0,1,0,0,0,0,0,0,3,2.3333333,0,0,1,0,0,0,0,2,0,1,0,0,0,1,0,39,36,"one"
"ID_7acb6f002",0,0,5,0,1,1,0,1,1,0,1,1,0,2,2,4,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,"44e76cc86",0,2,1,2,1,8,0,4,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,61,64,"three"
"ID_71b465cc7",0,0,6,0,1,1,0,1,1,1,1,2,1,2,3,12,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,"f9ddcc4b3",1,2,0,3,0.5,17,0,17,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,1,0,3,1,0,0,0,0,1,0,40,289,"four"
"ID_cf43bccf7",0,0,5,0,1,1,0,2,2,0,1,1,0,3,3,3,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,"ce0536d2f",1,2,2,3,8,3,0,1.5,0,1,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,74,9,"two"
"ID_352fa3f45",0,0,5,0,1,1,0,0,0,0,3,3,0,3,3,6,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,"57d87865e",0,1,1,1,8,0,6,6,0,0,1,0,0,0,0,0,0,3,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,74,0,"three"
"ID_dc5938152",0,0,5,0,1,1,0,1,1,0,1,1,0,2,2,8.5,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,"618989468",0,2,1,2,1,11,0,8.5,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,70,121,"two"
"ID_d7b61140a",0,0,4,0,1,1,0,0,0,0,2,2,0,2,2,10.5,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,"58669d6f5",0,2,0,2,0,0,6,10.5,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,2,1,0,0,0,0,0,1,60,0,"four"
"ID_451a7e35a",0,0,8,0,1,1,0,2,2,0,1,1,0,3,3,13,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,"a57a1f2f4",1,2,1,3,2,0,15,15.5,0,0,0,0,0,0,0,1,0,3,1,1,0,0,0,0,1,0,3,1,0,0,0,0,1,0,76,0,"four"
"ID_d45ae367d",80000,0,6,0,1,1,0,2,2,1,2,3,1,4,5,6.6,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,"d6c086aa3",1,4,0,5,0.25,9,0,8.25,0,0,0,1,0,0,0,0,0,4,1.25,0,0,1,0,0,0,1,3,0,0,0,0,1,0,1,46,81,"two"
"ID_d594e3371",0,0,5,0,1,1,1,1,2,0,1,1,1,2,3,5.66666666666667,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,"65cc65486",1,2,0,3,0.5,6,0,7.5,0,0,1,0,0,0,0,0,0,2,1.5,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,35,36,"three"
"ID_305a65c13",90000,1,6,1,1,1,1,1,2,4,3,7,5,4,13,3.55555555555556,0,9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,"d43a04997",6,3,0,9,2,0,7,9.333333,0,0,0,1,0,0,0,0,0,3,4.3333335,0,0,1,0,0,0,0,4,1,0,0,0,0,1,0,46,0,"two"
"ID_f7caa76df",0,0,3,0,1,1,0,1,1,0,1,1,0,2,2,3,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,"37a0cd42d",0,2,2,2,8,3,0,3,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,80,9,"one"
"ID_731fe7414",0,1,3,0,1,1,1,2,3,1,1,2,2,3,5,4.6,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,"908def11b",2,3,0,5,0.66666669,7,0,7.3333335,0,0,0,1,0,0,0,0,0,1,5,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,29,49,"two"
"ID_8403aa62f",0,0,8,0,1,1,0,4,4,0,1,1,0,5,5,11,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,"07102d194",0,5,0,5,0,0,9,11,0,0,0,1,0,0,0,0,0,6,0.83333331,1,0,0,0,0,1,1,4,1,0,0,0,0,1,0,57,0,"four"
"ID_1376aba95",0,0,5,0,1,1,0,1,1,0,1,1,0,2,2,6,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,"6deb3a567",0,2,0,2,0,6,0,6,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,56,36,"two"
"ID_3221ef439",0,1,3,0,1,1,0,2,2,0,2,2,0,4,4,3.75,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,"9444e7e53",0,4,2,4,1,3,0,3.75,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,4,0,1,0,0,0,0,1,77,9,"three"
"ID_88cb4ef73",0,0,4,0,1,1,0,3,3,0,1,1,0,4,4,2,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,"67ad49822",0,4,0,4,0,3,0,2,0,1,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,56,9,"two"
"ID_18b0a845b",0,0,4,0,1,0,1,1,2,2,1,3,3,2,5,1.8,0.2,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,"9bbf7c6ca",3,2,0,5,1.5,0,5,4.5,0,1,0,0,0,0,0,0,0,2,2.5,1,0,0,0,0,0,1,2,0,0,0,0,1,0,1,26,0,"one"
"ID_fb82d3114",0,0,5,0,1,1,0,1,1,0,1,1,0,2,2,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,"223de92aa",0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,0,38,0,"one"
"ID_99e2908b9",0,0,6,0,1,1,0,1,1,0,0,0,0,1,1,14,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,"980b28caa",0,1,0,1,0,14,0,14,0,0,0,0,0,0,0,1,0,2,0.5,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,52,196,"four"
"ID_067f89f3c",0,0,5,0,1,1,0,1,1,0,1,1,0,2,2,5.5,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,"dfecc174b",0,2,0,2,0,0,5,5.5,0,1,0,0,0,0,0,0,0,3,0.66666669,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,60,0,"one"
"ID_4a3d1cc49",0,0,5,0,1,1,0,1,1,0,1,1,0,2,2,2.5,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,"50fb716a9",0,2,0,2,0,3,0,2.5,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,2,1,0,0,0,0,1,0,64,9,"two"
"ID_031cb61c9",0,0,5,0,1,1,0,0,0,1,3,4,1,3,4,5,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,"64595839e",1,3,1,4,1,0,6,6.6666665,0,0,1,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,51,0,"four"
"ID_f7c9c626d",0,0,5,0,1,1,0,1,1,0,1,1,0,2,2,6,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,"46425215a",0,2,2,2,8,6,0,6,0,0,1,0,0,0,0,0,0,3,0.66666669,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,76,36,"three"
"ID_9381c3b5e",0,0,7,0,1,1,0,1,1,0,0,0,0,1,1,6,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"2161940cd",0,1,1,1,8,6,0,6,0,0,1,0,0,0,0,0,0,3,0.33333334,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,67,36,"three"
"ID_ea1ab7b73",0,0,4,0,1,1,0,1,1,0,1,1,0,2,2,6,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,"0b26df74e",0,2,0,2,0,6,0,6,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,60,36,"four"
"ID_750191c71",0,0,5,0,1,1,0,3,3,0,3,3,0,6,6,9.33333333333333,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,"ec38b9743",1,5,0,6,0.2,4,0,11.2,0,1,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,1,6,0,0,1,0,0,1,0,59,16,"three"
"ID_fc631dd3b",110000,0,7,0,1,1,0,1,1,0,1,1,0,2,2,11.5,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,"be07eda33",0,2,0,2,0,9,0,11.5,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,35,81,"four"
"ID_d1959dd29",0,0,3,0,1,1,3,2,5,0,1,1,3,3,6,3.66666666666667,0,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,"f5d4cebe4",4,2,0,6,2,6,0,6,0,0,1,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,33,36,"two"
"ID_9013667b3",220000,0,5,0,1,1,0,1,1,1,2,3,1,3,4,6.75,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,"c5f218a96",1,3,0,4,0.33333334,10,0,9,0,0,0,1,0,0,0,0,0,3,1.3333334,0,0,1,0,0,1,0,3,1,0,0,0,0,1,0,45,100,"four"
"ID_4072eeeb2",80000,0,2,0,1,0,0,1,1,0,0,0,0,1,1,14,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,"cc94b0c09",0,1,0,1,0,14,0,14,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,34,196,"three"
"ID_ff42f2b30",0,0,7,0,1,1,0,1,1,0,1,1,0,2,2,16,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,"5e7506413",0,2,0,2,0,15,0,16,0,0,0,0,0,0,0,1,0,4,0.5,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,55,225,"four"
"ID_f23811c6b",0,0,9,0,1,0,0,1,1,1,2,3,1,3,4,3.5,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,"5f1665f1d",1,3,0,4,0.33333334,0,1,4.6666665,0,1,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,3,1,0,0,0,0,1,0,58,0,"four"
"ID_c111b2b0e",140000,0,5,0,1,1,0,3,3,0,1,1,0,4,4,10.5,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,"d4ce97424",0,4,0,4,0,9,0,10.5,0,0,0,1,0,0,0,0,0,3,1.3333334,0,1,0,0,0,0,0,3,0,1,0,0,0,1,0,55,81,"four"
"ID_d39ac3df5",0,0,4,0,1,1,0,2,2,0,1,1,0,3,3,8.33333333333333,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,"9e9e41cb4",0,3,0,3,0,9,0,8.333333,0,0,0,1,0,0,0,0,0,2,1.5,1,0,0,0,0,0,1,3,1,0,0,0,0,1,0,53,81,"four"
"ID_acb6d669c",2e+05,0,3,0,1,1,1,1,2,0,2,2,1,3,4,5,0.25,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,"a3af78b7c",3,1,0,4,3,0,3,14,0,1,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,43,0,"two"
"ID_b9e6855a3",2e+05,0,5,0,1,1,0,2,2,1,3,4,1,5,6,4.66666666666667,0,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,"84cd19747",2,4,0,6,0.5,0,0,4.25,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,1,3,1,0,0,0,0,1,0,45,0,"four"
"ID_74e989389",0,0,4,0,1,1,0,0,0,0,1,1,0,1,1,6,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,"45038655",0,1,0,1,0,0,6,6,0,0,1,0,0,0,0,0,0,2,0.5,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,62,0,"four"
"ID_5b771a45d",65000,0,3,0,1,1,1,1,2,0,2,2,1,3,4,4.75,0.25,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,"76bc9e7f9",2,2,0,4,1,0,6,6.5,0,0,1,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,2,0,0,0,1,0,1,0,33,0,"two"
"ID_1402de00c",0,0,6,0,1,1,0,3,3,0,2,2,0,5,5,9.4,0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,"f5c8a9227",1,4,1,5,0.66666669,6,0,11.75,0,0,1,0,0,0,0,0,0,4,1.25,1,0,0,0,0,0,0,3,0,1,0,0,0,1,0,77,36,"three"
"ID_d8063b21e",70000,0,3,0,1,1,0,2,2,0,1,1,0,3,3,8.66666666666667,0.333333333333333,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,"fac1bfb6c",1,2,0,3,0.5,0,6,8.5,0,0,1,0,0,0,0,0,0,2,1.5,0,0,1,0,0,0,1,3,0,0,0,0,0,1,0,59,0,"three"
"ID_8c1db0fec",60000,0,3,0,1,1,0,1,1,0,0,0,0,1,1,17,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,"756ab5ae0",0,1,0,1,0,17,0,17,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,35,289,"four"
"ID_5decd81b8",0,0,5,0,1,0,0,0,0,0,1,1,0,1,1,11,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,"bbed86e18",0,1,0,1,0,0,11,11,0,0,0,0,1,0,0,0,0,3,0.33333334,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,61,0,"two"
